signalname,pub_year,n_j,mean_m,sd_m,sharpe_m,sharpe_ann,frontier_at_nj,margin,censored
UpRecomm,2001,276,0.1838158930501851,1.1764835168866132,0.1562417920963535,0.5412374443529956,1.2100106941676176,-0.668773249814622,False
VarCF,1996,336,-0.0582749852439022,6.135314227866869,-0.0094982886091171,-0.0329030369118872,1.090499188445365,-1.1234022253572522,False
VolMkt,1996,336,0.3684228155639863,4.996589514053594,0.0737348574518172,0.2554250387907921,1.090499188445365,-0.8350741496545728,False
VolSD,2001,276,0.0085008784611056,3.974352091969061,0.0021389344135572,0.0074094861566772,1.2100106941676176,-1.2026012080109405,False
VolumeTrend,1996,336,0.6850827826747462,2.4705864857947573,0.2772956083965478,0.9605801649170876,1.090499188445365,-0.12991902352827733,False
XFIN,2006,216,1.2343492268428462,5.089382207081831,0.2425341970043554,0.840163103568926,1.3932616696084048,-0.5530985660394788,False
betaVIX,2006,216,0.2027858453440379,3.370180461911472,0.0601706192400817,0.2084371392934059,1.3932616696084048,-1.184824530314999,False
cfp,2004,240,0.9325587488734678,4.800713923951678,0.1942541804502772,0.6729162202450663,1.2817175976009691,-0.6088013773559029,False
dCPVolSpread,2014,97,0.6838453024111171,1.9735606075701673,0.3465033198311868,1.2003227098778082,2.2311701152833088,-1.0308474054055006,True
dNoa,2004,240,0.2008261778755007,1.863533499543186,0.1077663363308091,0.3733135397410342,1.2817175976009691,-0.9084040578599349,False
dVolCall,2014,97,0.5942878829652455,2.429716541210305,0.2445914463212302,0.847289624250253,2.2311701152833088,-1.3838804910330558,True
dVolPut,2014,97,0.2274256122908142,2.312853035001406,0.0983311991073726,0.3406292656462816,2.2311701152833088,-1.890540849637027,True
fgr5yrLag,1996,336,-0.0005117376416024,5.5282606975993485,-9.256756683428976e-05,-0.00032066345778,1.090499188445365,-1.090819851903145,False
grcapx,2006,216,0.1885643292554926,1.874212335181518,0.1006099072745832,0.3485229422887435,1.3932616696084048,-1.0447387273196613,False
grcapx3y,2006,216,0.0548295941675066,2.0932803900034376,0.0261931437514764,0.0907357115750247,1.3932616696084048,-1.3025259580333801,False
hire,2014,120,0.1918695480781045,2.5694950677595925,0.0746720826537333,0.2586716821264976,1.8394379576381477,-1.58076627551165,False
